,skill_id,skill_title,skill_type,skill_description,skill_description_combined
555,b798fae54874010928c89306ff83230b8dc1bcbf857c6f18f0bdbbd56ad0db8c,marketing strategy,tsc,"define an organisational marketing strategy, consider critical industry trends, customer segments and market developments as well as the communication and implementation of the strategy","marketing strategy-define an organisational marketing strategy, consider critical industry trends, customer segments and market developments as well as the communication and implementation of the strategy"
556,5050dc50830ef361baaa682f00bd7c2e73204b91fffd24c614604a4bf60a7c4d,valuation approaches and methodologies,tsc,apply valuation approaches and methodologies to arrive at valuation conclusions,valuation approaches and methodologies-apply valuation approaches and methodologies to arrive at valuation conclusions
557,fc3ca82d314ad774f34d7b090dcf26954d102601baa14e30cf565abbbca79f03,effectiveness management,tsc,set goals with team and evaluate team's effectiveness in achieving the defined goals and objectives,effectiveness management-set goals with team and evaluate team's effectiveness in achieving the defined goals and objectives
558,70e63a35eda764f5df94df29a20f479a847649f0e9462c822f764be30d8a7da1,documentation and administration,tsc,"manage and maintain shipping documents (e.g. cargo import and export documents, shipping permits, bills of lading, booking lists, shipping permits and delivery orders) which are necessary to commence the loading and unloading operations","documentation and administration-manage and maintain shipping documents (e.g. cargo import and export documents, shipping permits, bills of lading, booking lists, shipping permits and delivery orders) which are necessary to commence the loading and unloading operations"
559,764dbd23450ee52055a1773ef837b5aab56c553edd454020751638c07eaa4506,automated distribution management,tsc,"maintain, oversee and review automated processes and systems within a department","automated distribution management-maintain, oversee and review automated processes and systems within a department"
560,7f146b3ea885aaa38761a366eb84ba36362ebc3e2ab2226cd8e56dfa9af68acd,operate forklift,tsc,"on completion of this unit, learner will have the knowledge and application skills in operating forklift in various environmental conditions.","operate forklift-on completion of this unit, learner will have the knowledge and application skills in operating forklift in various environmental conditions."
561,d65810f8dae8da32d58013bb0b496faf15dd7e9d16faef7461aef0fe44668320,intervention planning in speech therapy,tsc,plan interventions with appropriate treatment goals for clients,intervention planning in speech therapy-plan interventions with appropriate treatment goals for clients
562,af2636d7ddbf96e399d8aeaff6a34bab1ccaf364ba7722e08d36da887986feae,ship propulsion inspections,tsc,inspect ship propulsion systems as part of marine surveys,ship propulsion inspections-inspect ship propulsion systems as part of marine surveys
563,b8bbff24f2682b66f998e24a8fedc9c7c9d1972c6fa96f08aa1393cfac7666c3,new product introduction,tsc,support new production by validating build plan to achieve cost-effective production and assembly as well as meeting design specifications,new product introduction-support new production by validating build plan to achieve cost-effective production and assembly as well as meeting design specifications
564,cff664c57721bd83be304364c8f46fd0b16fb35ac2606df2413f30026df08f8d,search and rescue operations,tsc,manage and respond to search and rescue operations at sea,search and rescue operations-manage and respond to search and rescue operations at sea
565,4035430f17fe9189dc4d82913e9aaa33bf436e60331e37af36a02c801c686896,carbon reporting,tsc,"collect emissions data and disclose an organisation’s greenhouse gas (ghg) emissions in accordance with carbon reporting standards to provide transparency and accountability regarding their environmental impact. identify emission hotspots, while ensuring compliance with industry and regulatory requirements and standards.","carbon reporting-collect emissions data and disclose an organisation’s greenhouse gas (ghg) emissions in accordance with carbon reporting standards to provide transparency and accountability regarding their environmental impact. identify emission hotspots, while ensuring compliance with industry and regulatory requirements and standards."
566,f4b5285bf5890580dc14eaa730176265dd7806e4210117dcd76b0a973785f69b,clinical supervision,tsc,"support the professional development of counsellors in advancing therapeutic, casework and counselling skills, and maintaining high standards of professional practice through a myriad of supervisory modalities and models by providing a supportive learning environment for supervisees","clinical supervision-support the professional development of counsellors in advancing therapeutic, casework and counselling skills, and maintaining high standards of professional practice through a myriad of supervisory modalities and models by providing a supportive learning environment for supervisees"
567,ca5bdb1ad3375202ce724afe5f18edba18fcd92ad1752c921a986b81e8ce0a4f,coaching and mentoring for educators,tsc,develop and foster a culture of coaching and mentoring,coaching and mentoring for educators-develop and foster a culture of coaching and mentoring
568,cb58c7760e068cfc366ba1273364d112bf9d95436c45d703d61e4d91139dbdda,pyrolysis process for plastic waste recycling,tsc,"develop, apply and enhance pyrolysis processes for plastic waste treatment to minimise emissions and transform waste into valuable by-products. assess and innovate on pyrolysis techniques, minimising emissions, ensuring compliance with regulatory requirements, and enhancing resource recovery to optimise waste-to-resource conversion.","pyrolysis process for plastic waste recycling-develop, apply and enhance pyrolysis processes for plastic waste treatment to minimise emissions and transform waste into valuable by-products. assess and innovate on pyrolysis techniques, minimising emissions, ensuring compliance with regulatory requirements, and enhancing resource recovery to optimise waste-to-resource conversion."
569,5018f86a9dbdc1e928d441b9ac696aa5099abeb9e5f99cb40e20edef87e9eeb2,self management,ccs,"take ownership of managing one's personal effectiveness, personal brand and holistic physical, mental, emotional and social well-being","self management-take ownership of managing one's personal effectiveness, personal brand and holistic physical, mental, emotional and social well-being"
570,cf68eccc07f4b2ba54672f25afc102f34967f4d825144f65768db305ed7a176a,client assessment for genetic counselling,tsc,"select, apply and interpret assessment methods and tools appropriate to stakeholders","client assessment for genetic counselling-select, apply and interpret assessment methods and tools appropriate to stakeholders"
571,cc7e9548cb35009136ef742a77a8065f091c3c1c203ed9c180f4e7df3ccb2c36,plant turnaround management,tsc,develop and implement plant turnaround management plans to achieve turnaround objectives in coordination with internal and external stakeholders,plant turnaround management-develop and implement plant turnaround management plans to achieve turnaround objectives in coordination with internal and external stakeholders
572,237d6c1e7c49eb7941f1702ac2c15cb751132e11d635601dec133eb05aa7ea3b,plant economic modelling,tsc,"develop plant economic models for current operations, and growth scenarios according to business plans, to forecast optimal plant and economic configurations for supply and demand","plant economic modelling-develop plant economic models for current operations, and growth scenarios according to business plans, to forecast optimal plant and economic configurations for supply and demand"
573,a5b2db1c221b03f144bdadc40fb59580d7b452aa741b03a56ddaf679257916e9,vision leadership,tsc,"articulate clear, inspiring organisational goals, plans and priorities, as well as, display behavioural characteristics within the workplace in accordance to organisational values","vision leadership-articulate clear, inspiring organisational goals, plans and priorities, as well as, display behavioural characteristics within the workplace in accordance to organisational values"
574,2fb5758e58459145f90cb26f2b0ebc60c793a999b7be2d203622fb7f733cfc87,airfield civil infrastructure maintenance and design,tsc,maintain and enhance airfield civil infrastructure to meet operational requirements of the airports,airfield civil infrastructure maintenance and design-maintain and enhance airfield civil infrastructure to meet operational requirements of the airports
575,14143a0020836bd35949bb630f14cec3c81dac96047bb6ee74b0f5609f54db8d,interviewing,tsc,conduct and follow up on interviews according to established interview objectives and organisation's selection procedures,interviewing-conduct and follow up on interviews according to established interview objectives and organisation's selection procedures
576,b73d8f16dfe92448dcc9b9d34a0823e55ec3b1c7be3eeeeca38da64412ac4c42,solutioning,tsc,"generate solutions by systematic analysis of the problem, proposing preventive and/or corrective measures and evaluating the effectiveness of the measures from different perspectives","solutioning-generate solutions by systematic analysis of the problem, proposing preventive and/or corrective measures and evaluating the effectiveness of the measures from different perspectives"
577,4bf08c0d8ca7c4a02492f859c524107e81fd58422087dbce9c1f0ba4093df453,accounting and tax systems,tsc,implement accounting or tax software systems in the organisation,accounting and tax systems-implement accounting or tax software systems in the organisation
578,b0b0850ef4e59183a76ae8021912c267955b9cb967a795ae4ce0105c167a8099,"additive manufacturing standards, qualifications, and certifications",tsc,"comply with industry standards and regulations in the course of additive manufacturing process design, obtain relevant certifications for additive manufacturing processes and materials and staying up-to-date with evolving quality assurance protocols to ensure product reliability and safety.","additive manufacturing standards, qualifications, and certifications-comply with industry standards and regulations in the course of additive manufacturing process design, obtain relevant certifications for additive manufacturing processes and materials and staying up-to-date with evolving quality assurance protocols to ensure product reliability and safety."
579,20a0f3a6a9cf510f54fa2678ef9781bae533ccf2a2db06ea653f63d6cf62c476,operational technology security audit management,tsc,manages audit and penetration testing on operational security measures,operational technology security audit management-manages audit and penetration testing on operational security measures
580,d2aa2589e526627f9b73156e77767be28b79912c1ed586c4d5ab5e06b4ba6236,technical sales support,tsc,"develop preliminary technical solutions, proposal or initial prototypes to address customers' needs. this includes analysis and diagnosis of customers' technical requirements, design of proof of concept, and delivery of product demonstrations and/or customisation samples as part of broader end-to-end solution to customers","technical sales support-develop preliminary technical solutions, proposal or initial prototypes to address customers' needs. this includes analysis and diagnosis of customers' technical requirements, design of proof of concept, and delivery of product demonstrations and/or customisation samples as part of broader end-to-end solution to customers"
581,614cb508e1c75b13385c6e8f56cf5412294b4e305bf4e303bae7f19e406377c0,social service programme development,tsc,develop social service programmes using intervention concepts and frameworks that serve the needs of the clients and community,social service programme development-develop social service programmes using intervention concepts and frameworks that serve the needs of the clients and community
582,9e7635b9b5e8e73edbed60c023a44094650dd73e6c5ca3ed65243d15fc0197bb,strategy planning,tsc,develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders.,strategy planning-develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders.
583,2bcc5dccd2d5cb9016187f1f920c0ddf08be2d52f064b9da3081d6350594b31c,financial budget planning and management,tsc,"maximise cost efficiency of organisational operations through financial planning, budget management and optimisation of operations","financial budget planning and management-maximise cost efficiency of organisational operations through financial planning, budget management and optimisation of operations"
584,686315f132eb015706af1458b81fb8285df72ba1c88a72cb646dab2592e2ef3d,claims management,tsc,"coordinate and carry out timely and accurate adjudication, validation and disbursement of claims proceeds to creditors","claims management-coordinate and carry out timely and accurate adjudication, validation and disbursement of claims proceeds to creditors"
585,044702fd0ff4efe9693b1037a0b2e1d312a218d1e036cfa278367769e5431657,airfield specialised systems maintenance and design,tsc,maintain and enhance airfield specialised systems to meet operational requirements of the airports,airfield specialised systems maintenance and design-maintain and enhance airfield specialised systems to meet operational requirements of the airports
586,f32d01e33cdfb926d74797876601e7b469319fc342e74a749fb66f2d3b1f832c,platform screen door maintenance,tsc,implement preventive and corrective maintenance of platform screen door,platform screen door maintenance-implement preventive and corrective maintenance of platform screen door
587,0eab86e283955282ed087685c11a985d55ffeb0555d125c7b09b25b04dc5ed9d,power plant operations management,tsc,manage power plant operations to ensure the efficient generation of reliable and stable electricity in accordance to standard operating procedures and organisational requirements,power plant operations management-manage power plant operations to ensure the efficient generation of reliable and stable electricity in accordance to standard operating procedures and organisational requirements
588,7b981efcb980ab2f7c44a9fd655d95de95aed9906a0eddfa9ccdf0187445be75,public hygiene maintenance,tsc,maintain the cleanliness and hygiene of public areas and its related amenities in a safe manner,public hygiene maintenance-maintain the cleanliness and hygiene of public areas and its related amenities in a safe manner
589,57e717416f0736c7662960657ef27583bb33e5c0fc60020ae467306ff2759b43,facility maintenance,tsc,manage facility system maintenance activities to manufacturing and business operations,facility maintenance-manage facility system maintenance activities to manufacturing and business operations
590,11e0675718e9e8d89efef00cf443793504494e50da35694f7a85e52c0e895105,game level development,tsc,"develop scripts to implement quests, missions and challenges to achieve the vision of gameplay","game level development-develop scripts to implement quests, missions and challenges to achieve the vision of gameplay"
591,037817874f25be11f9713804a7f7c027079bc5cd2776377a7f0111c2a17cf33f,tree climbing and aerial rescues,tsc,access trees by climbing to carry out arboriculture works or aerial rescue in an emergency situation,tree climbing and aerial rescues-access trees by climbing to carry out arboriculture works or aerial rescue in an emergency situation
592,9a6c0ee87bfc2dc3561055ff475a00a8eed5fa3c99fbed0d9f398f356d83eb23,dispute resolution,tsc,manage disputes by implementing appropriate resolution approaches to find solutions to disagreements,dispute resolution-manage disputes by implementing appropriate resolution approaches to find solutions to disagreements
593,359b4964d39aa5587bed54c7fb6f30c47b54a7141013a0cd72e2ade379c40e77,automated food manufacturing system maintenance,tsc,maintain automation systems to meet operation requirements as well as propose strategies for improvement of automation systems' performance,automated food manufacturing system maintenance-maintain automation systems to meet operation requirements as well as propose strategies for improvement of automation systems' performance
594,6ed2412689c66a0dc036a1347dd89cff2cd0d3378bffe921b80ce17ddb844a51,non-financial reporting,tsc,prepare sustainability and integrated reports of the organisation,non-financial reporting-prepare sustainability and integrated reports of the organisation
595,23122d00a01c796255d98a8b16479fbf334f354f7653eac62743fbcf5fe42791,respiratory care in nursing,tsc,care of patients with respiratory disorders,respiratory care in nursing-care of patients with respiratory disorders
596,91aa12e2e7e1b605fbdced361084f3a15ac7ec076082b5c100901dc54e8f4657,solution architecture,tsc,"design or refine a solution blueprint or structure to guide the development of it solutions in hardware, software, processes or related components, to meet current and future business needs. the solution architecture developed may lead to broad or specific changes to it services, operating models and processes, and should provide a framework to guide the development and modification of solutions","solution architecture-design or refine a solution blueprint or structure to guide the development of it solutions in hardware, software, processes or related components, to meet current and future business needs. the solution architecture developed may lead to broad or specific changes to it services, operating models and processes, and should provide a framework to guide the development and modification of solutions"
597,2bc0a05aeff594be6c34573f552864b500bdbebd2ca0fc0b04f604f500871555,engineering maintenance management,tsc,implement engineering maintenance strategy to enhance performance level of public transport fleet,engineering maintenance management-implement engineering maintenance strategy to enhance performance level of public transport fleet
598,1e8f2b29b7f1ced5026cc23202a0ac818a4539302ad21af9894fcb2592a0062b,engagement planning,tsc,"develop engagement plans which describe the nature, timing and extent of planned engagement procedures","engagement planning-develop engagement plans which describe the nature, timing and extent of planned engagement procedures"
599,37787fa35aec185d2ae1afe582e7cc2f7180de30c792601cf663ea5d3266166f,gas turbine engine principles application,tsc,"apply and use principles of gas turbine engines for maintenance, repair, overhaul or manufacturing of aircraft engines and related systems in accordance with the original equipment manufacturer (oem) manuals and organisational procedures","gas turbine engine principles application-apply and use principles of gas turbine engines for maintenance, repair, overhaul or manufacturing of aircraft engines and related systems in accordance with the original equipment manufacturer (oem) manuals and organisational procedures"
600,29cc66c78ddc47ed598524e8fce2ca4ccf01a6233a3a6d7581e65fc9f8c7f6b7,image capture for spatial computing,tsc,manage the set-up and operation of spatial computing image capture equipment  during productions,image capture for spatial computing-manage the set-up and operation of spatial computing image capture equipment  during productions
601,297a8dd72c9b744f333b69e50651930a327fff37718b69e8abf338142ffe959b,organisational impact analysis,tsc,assess the impact of learning solutions and interventions on organisation's desired outcomes and identify ways to enhance learning effectiveness,organisational impact analysis-assess the impact of learning solutions and interventions on organisation's desired outcomes and identify ways to enhance learning effectiveness
602,7caf5adae97a7f023ab1d5dc4f018c9cd7f4bd53a39fcebf6b43fc6daeb5cac1,motion capture technology,tsc,"apply various motion capture systems, hardware, and software used in the industry, including marker-based and markerless systems, body and facial capture technologies, and data processing pipelines","motion capture technology-apply various motion capture systems, hardware, and software used in the industry, including marker-based and markerless systems, body and facial capture technologies, and data processing pipelines"
603,a50d1c225d22fefa8e6a6cc1b08d29cc6d5727db0da0cc8505dacabed84b903c,crowd and traffic control management,tsc,manage crowd and traffic flow,crowd and traffic control management-manage crowd and traffic flow
604,9303e8716a95ef1190016dc713775e0085ce6fd852bdc4410069f854362a35c0,organisational strategy and policy realisation,tsc,"making management decisions to establish, review and refine strategic organisational objectives and policies through collation and analysis of relevant organisational and business information","organisational strategy and policy realisation-making management decisions to establish, review and refine strategic organisational objectives and policies through collation and analysis of relevant organisational and business information"
605,b23160a2f7abfb0916fdc45ff01bd12f444d8e7b33e83957b6ef5a17b4b0e2e0,asset and liability management,tsc,"address risks faced by financial institutions or banks due to mismatch between assets and liabilities by performing capital, liquidity, interest rate and balance sheet management.","asset and liability management-address risks faced by financial institutions or banks due to mismatch between assets and liabilities by performing capital, liquidity, interest rate and balance sheet management."
606,4778eea60875e941723a6ba790e3333186adeedf6b3d9c50bbee7051722e77f1,sales and business development,tsc,manage business development efforts to generate new business or upsell and increase business with existing accounts,sales and business development-manage business development efforts to generate new business or upsell and increase business with existing accounts
607,d4e16994df9002e53294f899714d7137592fd13ba986fcd070214dc85d659968,communication,ccs,"convey and exchange thoughts, ideas and information effectively through various mediums and approaches","communication-convey and exchange thoughts, ideas and information effectively through various mediums and approaches"
608,b11061f8b9b584d84ad113dfe2dc2aaffd49032202bd227456e419bf2458cf90,regulatory strategy,tsc,align regulatory activities with business strategies,regulatory strategy-align regulatory activities with business strategies
609,3292ddea2358487901952cd955723f43d489752ae3c6cd1e367906191d1654c2,"stunt wire-work pulling, rigging and coordination",tsc,"rig, choreograph and coordinate  stunt performers on wire-works working with heights and high-risk physical acts including but not limited to; simulation of flying, levitation, falling, zero gravity, altered physics and impacts","stunt wire-work pulling, rigging and coordination-rig, choreograph and coordinate  stunt performers on wire-works working with heights and high-risk physical acts including but not limited to; simulation of flying, levitation, falling, zero gravity, altered physics and impacts"
610,320eaaf06ed183eb0ceae944d788d676510cc9963e80a2b69463d40d4533f825,creative entrepreneurship,tsc,develop and inspire the creation of creative or intellectual capital to generate activities for business success,creative entrepreneurship-develop and inspire the creation of creative or intellectual capital to generate activities for business success
611,d32ff8c53523a528ee59ee6378564deb44035f6cc0b30acf033d8c9717f191cd,infrastructure support,tsc,"provide services to end users by systematically identifying, classifying and troubleshooting technical issues and incidents that disrupt and impact their day-to-day business activities, within a specified timeframe. this also includes implementing an end-to-end problem management process to analyse underlying problems, advising on infrastructure related upgrades and improvements and developing user guides and training materials","infrastructure support-provide services to end users by systematically identifying, classifying and troubleshooting technical issues and incidents that disrupt and impact their day-to-day business activities, within a specified timeframe. this also includes implementing an end-to-end problem management process to analyse underlying problems, advising on infrastructure related upgrades and improvements and developing user guides and training materials"
612,a8b7a13a09d8a61a978f6d8961fb590c2938f73717deb4fed27080ce4a6c1d06,"meetings, incentives, conferences and exhibitions (mice) equipment management and venue management",tsc,"manage resources for operation and maintenance of equipment required for meetings, incentives, conferences and exhibitions (mice) events, including venue facilities and audio visual equipment","meetings, incentives, conferences and exhibitions (mice) equipment management and venue management-manage resources for operation and maintenance of equipment required for meetings, incentives, conferences and exhibitions (mice) events, including venue facilities and audio visual equipment"
613,27373c8d3e44dc5d12d629a37356c93f35db32749317ff6251b668e44b880ce8,idea generation and selection,tsc,"facilitate discussions, seek opinions from others, brainstorm ideas to realise business opportunities and improve current working conditions","idea generation and selection-facilitate discussions, seek opinions from others, brainstorm ideas to realise business opportunities and improve current working conditions"
614,5811ede195c607ed9ed6945b556988271905e7d06c77624845cc9da15fbf2c05,trainborne automatic train control equipment maintenance,tsc,implement preventive and corrective maintenance activities of trainborne automatic train control equipment,trainborne automatic train control equipment maintenance-implement preventive and corrective maintenance activities of trainborne automatic train control equipment
615,36794da8f3cca1c69dd2a20aa7d1e44de318d2e2b52ea2f1f431bdf79e5de117,metal forming,tsc,develop and optimise metal forming processes for manufacturing of quality products,metal forming-develop and optimise metal forming processes for manufacturing of quality products
616,884497c1252fd449ae7fb78a7c676e5d6854036e24ae962a0c700f500d5e9993,lighting operations in digital lighting control,tsc,manage the set-up and operations of dmx lighting equipment during productions,lighting operations in digital lighting control-manage the set-up and operations of dmx lighting equipment during productions
617,a66be2dcde11a106d1bfb21dc26c5fecbf651254034524143564f40bc8e042d0,in-flight emergency management,tsc,administer safety and emergency procedures (sep) to handle in-flight emergency situations,in-flight emergency management-administer safety and emergency procedures (sep) to handle in-flight emergency situations
618,76cf925d36dba3ecbf9973fc8501ea7a5c4f55f56375d4f5a9be90ad1d6eea99,people and relationship management,tsc,manage the organisation's manpower to drive service excellence,people and relationship management-manage the organisation's manpower to drive service excellence
619,1b5bfc061c0e717dfcaa5601c159e96c4303b46c4fa4bca70a637eb5ad1deec0,analytical method validation,tsc,"verify analytical methods used to ensure accuracy, validity and reliability of methods","analytical method validation-verify analytical methods used to ensure accuracy, validity and reliability of methods"
620,3d6ae96017f46c2efaeba70b77191caf52e37ec7bbe07830d15aa4fcef2aafff,cost management,tsc,"analyse, plan and manage costs for cost efficiency and expense reduction","cost management-analyse, plan and manage costs for cost efficiency and expense reduction"
621,adc444fcb0d664a5418f2763869777fb034dd5c632daaddc6e09e418d56b0e26,design concepts generation,tsc,build preliminary ideas on innovative design concepts and different ways to address needs and opportunities of target stakeholders,design concepts generation-build preliminary ideas on innovative design concepts and different ways to address needs and opportunities of target stakeholders
622,bd5a6dafd3e2ff7d2a5d7fc0c5298e51c349fdd631f6d0195379ffb537e1fe74,network configuration,tsc,"configure network hardware and software components according to organisational guidelines and technical requirements. this includes the implementation and configuration of multiple servers, network devices and network management tools as well as the management of user network access to ensure stable and reliable network operations","network configuration-configure network hardware and software components according to organisational guidelines and technical requirements. this includes the implementation and configuration of multiple servers, network devices and network management tools as well as the management of user network access to ensure stable and reliable network operations"
623,f088967dc55d59f0217d92108a49c5215b273df5bfac767a61ae25f5ccf895a9,regulatory compliances in water supply network environment management,tsc,"preparation, manage regulatory compliance in water supply network environment to protect water supply integrity sampling and analysing of water samples to safeguard raw water quality in reservoirs and waterways","regulatory compliances in water supply network environment management-preparation, manage regulatory compliance in water supply network environment to protect water supply integrity sampling and analysing of water samples to safeguard raw water quality in reservoirs and waterways"
624,4751246478da8dee6a574740f2ffa232e4e21e24a5ada05c035894991c50f299,programme planning,tsc,develop programming strategies and plans to manage the placement of the organisation's content on linear and non-linear platforms and to maximise the reach and monetisation potential of the content,programme planning-develop programming strategies and plans to manage the placement of the organisation's content on linear and non-linear platforms and to maximise the reach and monetisation potential of the content
625,b739586dbb7a1597fcdad1ba9a4789f1bf3411241d854b7e8084b6910309c3c2,gas metering data management,tsc,manage and process metering data to resolve issues by end users,gas metering data management-manage and process metering data to resolve issues by end users
626,b6340feca4e90dbf9f02a9167a4cdc4351895e63ecf0ab6c535ac7866a95fa04,customer acquisition management,tsc,develop customer acquisition strategies as well as foster customer relationships to attract new customers,customer acquisition management-develop customer acquisition strategies as well as foster customer relationships to attract new customers
627,d6f273f8237ce74e4b22a8a20714e42e502d87651ab78b513b5e28ee8f4d9279,content acquisition management,tsc,"plan, facilitate and conduct activities to acquire content that meets the commercial objectives of the organisation","content acquisition management-plan, facilitate and conduct activities to acquire content that meets the commercial objectives of the organisation"
628,9f54460b38649d914b6528da04961f16d783518839f9876da54415aa5b44f135,legal drafting and writing,tsc,"produce legal documents through the identification, application and presentation of relevant facts and laws to communicate specific messages in an organised and logical format","legal drafting and writing-produce legal documents through the identification, application and presentation of relevant facts and laws to communicate specific messages in an organised and logical format"
629,714b6ae8a4c2d4a7618df49bd67cc4f61cf6ede0426022b2ade7289b7c87312f,clinical governance,tsc,establish clinical frameworks for professional practice to ensure alignment with regulatory frameworks and organisational objectives,clinical governance-establish clinical frameworks for professional practice to ensure alignment with regulatory frameworks and organisational objectives
630,318cdefe8bc4709bccb261e64ef6a62a64783d3b49e410b6f7924fca27c0da69,perform thermal insulation work,tsc,"on completion of the unit, learner will acquire the skills to perform thermal insulation work as per specifications  which include fitting insulation around obstructions, shape insulating materials and protective coverings as required, inspect and maintain insulation work done to ensure compliance to specifications","perform thermal insulation work-on completion of the unit, learner will acquire the skills to perform thermal insulation work as per specifications  which include fitting insulation around obstructions, shape insulating materials and protective coverings as required, inspect and maintain insulation work done to ensure compliance to specifications"
631,4c76e40a6497699e9a09d1de3145d0060ee47785d2ce271ad22dfc90b4c5cc2a,underwriting process,tsc,"structure policy terms in accordance with an organisation's rating, price and risk tolerance to develop risk evaluation considerations for applications","underwriting process-structure policy terms in accordance with an organisation's rating, price and risk tolerance to develop risk evaluation considerations for applications"
632,fd5adea9b19fc6b1de5db4fe52fd4de8f09fdd781ddecfb19cc16768d2c544d9,patient empowerment on self-care,tsc,empower patients and family members in self-care management through health coaching,patient empowerment on self-care-empower patients and family members in self-care management through health coaching
633,0378e8062b2e8372fef803b9e11a05a7691ce6c90ead743d43608ed533b20c9b,mechanical rotating equipment engineering management,tsc,"manage the design, technical specification, selection, modification and troubleshooting of mechanical rotating equipment, structures and systems to provide mechanical engineering discipline support to production, maintenance and project teams","mechanical rotating equipment engineering management-manage the design, technical specification, selection, modification and troubleshooting of mechanical rotating equipment, structures and systems to provide mechanical engineering discipline support to production, maintenance and project teams"
634,974a73bf677d29a1e393b22b2201b0dd9c82dcbe3a9438d7bcdd148901688f55,sustainability reporting,tsc,lead development of organisation's sustainability reporting and accounting policies and processes in line with regulatory requirements and international best practices,sustainability reporting-lead development of organisation's sustainability reporting and accounting policies and processes in line with regulatory requirements and international best practices
635,041cf0b653af81b057c04da90964e14ac595d6f606860c9e21da827d189c13df,low voltage switchboard maintenance,tsc,implement preventive and corrective maintenance activities of low voltage switchboard,low voltage switchboard maintenance-implement preventive and corrective maintenance activities of low voltage switchboard
636,3e598861ee5f22fad1b6367e22b0cbe77ca032e93a9421eb94363b15f000c2e9,distributed generation system performance monitoring management,tsc,manage performance of distributed generation plant and equipment to improve operational efficiency,distributed generation system performance monitoring management-manage performance of distributed generation plant and equipment to improve operational efficiency
637,23d6d31b8882bb10c0616020e63e3285e18ca12d1bea4be7897e329d56c604d5,technology incubation,tsc,analyse technology and innovation incubation opportunities and manage technology incubation,technology incubation-analyse technology and innovation incubation opportunities and manage technology incubation
638,1606a3319b18640e6b256335dbe4ead3682ad3846a4270cf116794094fa71253,omni-channel strategy and management,tsc,"develop and implement comprehensive strategies that seamlessly integrate and coordinate both online and offline sales channels, including e-commerce, social media, and in-store experiences, to drive customer satisfaction, loyalty, and business growth","omni-channel strategy and management-develop and implement comprehensive strategies that seamlessly integrate and coordinate both online and offline sales channels, including e-commerce, social media, and in-store experiences, to drive customer satisfaction, loyalty, and business growth"
639,390a3b870c7f58086dd6f74e7e38a9550b7087879e3626391987e671bf9d3745,hazardous substances management,tsc,"manage the handling of hazardous materials during collection, transportation, storage and disposal processes including spillage incidents","hazardous substances management-manage the handling of hazardous materials during collection, transportation, storage and disposal processes including spillage incidents"
640,a19c6dd054f93a53c32265c92350be9dc1994ecad16c93973654da53057e1c2c,software testing,tsc,"assess and test the overall effectiveness and performance of an application, involving the setting up of suitable testing conditions, definition of test cases and/or technical criteria","software testing-assess and test the overall effectiveness and performance of an application, involving the setting up of suitable testing conditions, definition of test cases and/or technical criteria"
641,5ebf2bb46b259a08f355e6662f3b7033cc6c7af58cdf2acd4dc06f80110968e0,engine component parts inspection,tsc,"inspect and certify aircraft engine parts, accessories, modules and components using appropriate resources.","engine component parts inspection-inspect and certify aircraft engine parts, accessories, modules and components using appropriate resources."
642,723d79eca4a663f69e6d5dbda10cbcccd6004ce590bbc53f3d9491585c4725c2,electrical engineering management,tsc,"manage the design, technical specification, selection, modification and troubleshooting of electrical engineering equipment and systems in process plants","electrical engineering management-manage the design, technical specification, selection, modification and troubleshooting of electrical engineering equipment and systems in process plants"
643,bde317d362b80581d4955318e54abbb55c98064bf4091bd536258a3934415a2d,sludge and greasy waste collection and management,tsc,identify different types of sludge and greasy waste and perform waste collection and disposal using appropriate vehicles and/or equipment in a safe manner to ensure safe public health and environment,sludge and greasy waste collection and management-identify different types of sludge and greasy waste and perform waste collection and disposal using appropriate vehicles and/or equipment in a safe manner to ensure safe public health and environment
644,fdf40e5f18ea4eead01ab8d5cca7c8e9af34accf808b0d8687870a0f7b4840d2,virtual production camera tracking,tsc,"set up, operate, and manage the technical aspects of camera tracking and integration with other production elements","virtual production camera tracking-set up, operate, and manage the technical aspects of camera tracking and integration with other production elements"
645,b72b7effc32b5d1bffa0ca5b8f0cef06546a883c36b5d05eba05b80cd7627231,conduct and behaviour management,tsc,"manage the conduct and behaviour of the employees according to the organisation's code of conduct, values, ethics and disciplinary procedures","conduct and behaviour management-manage the conduct and behaviour of the employees according to the organisation's code of conduct, values, ethics and disciplinary procedures"
646,e31cc91c38858732e9d99cbbb06753853aba7a045ae0ff6799d3fb21c406b80d,electrical design approval,tsc,interpret electrical drawings and vessel design specifications to guide approval processes for power planning and installation of electrical systems,electrical design approval-interpret electrical drawings and vessel design specifications to guide approval processes for power planning and installation of electrical systems
647,bdfaba33b04c172f4715e990b394f2e5c79de5ce7926d6e7ecb487212a0dac18,store facilities and housekeeping,tsc,identify facility and space requirements and negotiate contract terms and conditions to support business needs and volume,store facilities and housekeeping-identify facility and space requirements and negotiate contract terms and conditions to support business needs and volume
